,code,class,date,avg,DOY
4011,gyeryong,0,2013-12-27,0.16434322615919408,361
4016,gyeryong,0,2014-01-01,0.12524964442013697,1
4024,gyeryong,0,2014-01-09,0.12525976538345332,9
4032,gyeryong,0,2014-01-17,0.12528616137200616,17
4040,gyeryong,0,2014-01-25,0.125354930735056,25
4048,gyeryong,0,2014-02-02,0.12553394019500844,33
4056,gyeryong,0,2014-02-10,0.125999369589058,41
4064,gyeryong,0,2014-02-18,0.12720662893982626,49
4072,gyeryong,0,2014-02-26,0.13032005177574124,57
4080,gyeryong,0,2014-03-06,0.13823278180632798,65
4088,gyeryong,0,2014-03-14,0.1576197172445711,73
4096,gyeryong,0,2014-03-22,0.20114479820283798,81
4104,gyeryong,0,2014-03-30,0.2822391005313591,89
4112,gyeryong,0,2014-04-07,0.3915760142247857,97
4120,gyeryong,0,2014-04-15,0.48888568228193474,105
4128,gyeryong,0,2014-04-23,0.5482705547128988,113
4136,gyeryong,0,2014-05-01,0.5765813486652998,121
4144,gyeryong,0,2014-05-09,0.5884747875712572,129
4152,gyeryong,0,2014-05-17,0.5931826391433778,137
4160,gyeryong,0,2014-05-25,0.5949700277005857,145
4168,gyeryong,0,2014-06-02,0.5955885662749557,153
4176,gyeryong,0,2014-06-10,0.595717468547671,161
4184,gyeryong,0,2014-06-18,0.5956014460776471,169
4192,gyeryong,0,2014-06-26,0.5953060910941677,177
4200,gyeryong,0,2014-07-04,0.5948131593665364,185
4208,gyeryong,0,2014-07-12,0.5940502384393799,193
4216,gyeryong,0,2014-07-20,0.592891597784482,201
4224,gyeryong,0,2014-07-28,0.5911433494984625,209
4232,gyeryong,0,2014-08-05,0.588516724521589,217
4240,gyeryong,0,2014-08-13,0.5845902604906574,225
4248,gyeryong,0,2014-08-21,0.5787627279061174,233
4256,gyeryong,0,2014-08-29,0.5702045218788505,241
4264,gyeryong,0,2014-09-06,0.5578287180938648,249
4272,gyeryong,0,2014-09-14,0.5403262101226491,257
4280,gyeryong,0,2014-09-22,0.5163366188452264,265
4288,gyeryong,0,2014-09-30,0.48482974516383864,273
4296,gyeryong,0,2014-10-08,0.44569187037759717,281
4304,gyeryong,0,2014-10-16,0.4003043017505845,289
4312,gyeryong,0,2014-10-24,0.351681293049634,297
4320,gyeryong,0,2014-11-01,0.30382285963083694,305
4328,gyeryong,0,2014-11-09,0.2604875525676444,313
4336,gyeryong,0,2014-11-17,0.22411364293892835,321
4344,gyeryong,0,2014-11-25,0.19547661024260016,329
4352,gyeryong,0,2014-12-03,0.17404651959154285,337
4360,gyeryong,0,2014-12-11,0.15861101901239893,345
4368,gyeryong,0,2014-12-19,0.147796732500367,353
4376,gyeryong,0,2014-12-27,0.14036621213839323,361
4381,gyeryong,0,2015-01-01,0.1370342737123189,1
4389,gyeryong,0,2015-01-09,0.1370343890050106,9
4397,gyeryong,0,2015-01-17,0.13703489074952088,17
4405,gyeryong,0,2015-01-25,0.13703673489824272,25
4413,gyeryong,0,2015-02-02,0.13704311907181232,33
4421,gyeryong,0,2015-02-10,0.13706467806661118,41
4429,gyeryong,0,2015-02-18,0.13713668227123285,49
4437,gyeryong,0,2015-02-26,0.13737587817583724,57
4445,gyeryong,0,2015-03-06,0.13816751060391036,65
4453,gyeryong,0,2015-03-14,0.14077186605189598,73
4461,gyeryong,0,2015-03-22,0.14919858409780554,81
4469,gyeryong,0,2015-03-30,0.17509496239972988,89
4477,gyeryong,0,2015-04-07,0.2435900525256334,97
4485,gyeryong,0,2015-04-15,0.37046800690355386,105
4493,gyeryong,0,2015-04-23,0.50158038651674,113
4501,gyeryong,0,2015-05-01,0.5760561127351893,121
4509,gyeryong,0,2015-05-09,0.6049053293738502,129
4517,gyeryong,0,2015-05-17,0.6143363868928898,137
4525,gyeryong,0,2015-05-25,0.6171906332093603,145
4533,gyeryong,0,2015-06-02,0.6179519472573561,153
4541,gyeryong,0,2015-06-10,0.6180178638621698,161
4549,gyeryong,0,2015-06-18,0.6177868243017494,169
4557,gyeryong,0,2015-06-26,0.6173347637156341,177
4565,gyeryong,0,2015-07-04,0.6166165742278549,185
4573,gyeryong,0,2015-07-12,0.6155159254689636,193
4581,gyeryong,0,2015-07-20,0.6138436975955873,201
4589,gyeryong,0,2015-07-28,0.6113140531452576,209
4597,gyeryong,0,2015-08-05,0.6075057669776651,217
4605,gyeryong,0,2015-08-13,0.6018120037436181,225
4613,gyeryong,0,2015-08-21,0.5933860230942921,233
4621,gyeryong,0,2015-08-29,0.5811037205126577,241
4629,gyeryong,0,2015-09-06,0.5635887989347306,249
4637,gyeryong,0,2015-09-14,0.5393780552553659,257
4645,gyeryong,0,2015-09-22,0.5073140961642341,265
4653,gyeryong,0,2015-09-30,0.4671745976224575,273
4661,gyeryong,0,2015-10-08,0.4203229728220214,281
4669,gyeryong,0,2015-10-16,0.3699041312935739,289
4677,gyeryong,0,2015-10-24,0.320175796121715,297
4685,gyeryong,0,2015-11-01,0.275171432320668,305
4693,gyeryong,0,2015-11-09,0.23750460293862877,313
4701,gyeryong,0,2015-11-17,0.2079874833525781,321
4709,gyeryong,0,2015-11-25,0.186027727358018,329
4717,gyeryong,0,2015-12-03,0.17031377424903527,337
4725,gyeryong,0,2015-12-11,0.15937958108926686,345
4733,gyeryong,0,2015-12-19,0.15191864665384475,353
4741,gyeryong,0,2015-12-27,0.14689539056922002,361
4746,gyeryong,0,2016-01-01,0.15530263278618314,1
4754,gyeryong,0,2016-01-09,0.15530179827497265,9
4762,gyeryong,0,2016-01-17,0.15530127560330803,17
4770,gyeryong,0,2016-01-25,0.1553025393351743,25
4778,gyeryong,0,2016-02-02,0.15531046554861913,33
4786,gyeryong,0,2016-02-10,0.15534054331526956,41
4794,gyeryong,0,2016-02-18,0.15544112896624054,49
4802,gyeryong,0,2016-02-26,0.15576189449560982,57
4810,gyeryong,0,2016-03-05,0.15676294191720533,65
4818,gyeryong,0,2016-03-13,0.1598414240505852,73
4826,gyeryong,0,2016-03-21,0.16909946075743246,81
4834,gyeryong,0,2016-03-29,0.19542168623187267,89
4842,gyeryong,0,2016-04-06,0.25995966803962467,97
4850,gyeryong,0,2016-04-14,0.37385086960567027,105
4858,gyeryong,0,2016-04-22,0.49301668442213303,113
4866,gyeryong,0,2016-04-30,0.5655330047619311,121
4874,gyeryong,0,2016-05-08,0.5961315789301682,129
4882,gyeryong,0,2016-05-16,0.6068682941310714,137
4890,gyeryong,0,2016-05-24,0.6101767673073243,145
4898,gyeryong,0,2016-06-01,0.6108506669331661,153
4906,gyeryong,0,2016-06-09,0.6104934340788287,161
4914,gyeryong,0,2016-06-17,0.6095711892429095,169
4922,gyeryong,0,2016-06-25,0.6081472893063486,177
4930,gyeryong,0,2016-07-03,0.6061206450262592,185
4938,gyeryong,0,2016-07-11,0.6032936169504299,193
4946,gyeryong,0,2016-07-19,0.5993821726118004,201
4954,gyeryong,0,2016-07-27,0.5940069455589364,209
4962,gyeryong,0,2016-08-04,0.5866810535429661,217
4970,gyeryong,0,2016-08-12,0.5768061123300477,225
4978,gyeryong,0,2016-08-20,0.5636904980474907,233
4986,gyeryong,0,2016-08-28,0.5466083634643283,241
4994,gyeryong,0,2016-09-05,0.5249184440737463,249
5002,gyeryong,0,2016-09-13,0.4982494635076659,257
5010,gyeryong,0,2016-09-21,0.466725285638137,265
5018,gyeryong,0,2016-09-29,0.43115182385648465,273
5026,gyeryong,0,2016-10-07,0.39305128791080335,281
5034,gyeryong,0,2016-10-15,0.3544597719129807,289
5042,gyeryong,0,2016-10-23,0.31751911286007467,297
5050,gyeryong,0,2016-10-31,0.284023211757227,305
5058,gyeryong,0,2016-11-08,0.2551101802440936,313
5066,gyeryong,0,2016-11-16,0.23119492792888577,321
5074,gyeryong,0,2016-11-24,0.21210162189732668,329
5082,gyeryong,0,2016-12-02,0.19728433578585386,337
5090,gyeryong,0,2016-12-10,0.18603657250907746,345
5098,gyeryong,0,2016-12-18,0.17764072367523362,353
5106,gyeryong,0,2016-12-26,0.17145197104399248,361
5111,gyeryong,0,2017-01-01,0.18456357507378549,1
5119,gyeryong,0,2017-01-09,0.18456332376571333,9
5127,gyeryong,0,2017-01-17,0.1845629573424489,17
5135,gyeryong,0,2017-01-25,0.18456242691180932,25
5143,gyeryong,0,2017-02-02,0.18456168169790893,33
5151,gyeryong,0,2017-02-10,0.18456076916176115,41
5159,gyeryong,0,2017-02-18,0.18456047449511734,49
5167,gyeryong,0,2017-02-26,0.18456615657317227,57
5175,gyeryong,0,2017-03-06,0.18461041818204843,65
5183,gyeryong,0,2017-03-14,0.18488643570654476,73
5191,gyeryong,0,2017-03-22,0.1865255396996674,81
5199,gyeryong,0,2017-03-30,0.19593492655969272,89
5207,gyeryong,0,2017-04-07,0.24342637931064068,97
5215,gyeryong,0,2017-04-15,0.38620585819446146,105
5223,gyeryong,0,2017-04-23,0.5275073441963588,113
5231,gyeryong,0,2017-05-01,0.5738345940450503,121
5239,gyeryong,0,2017-05-09,0.5829191669670915,129
5247,gyeryong,0,2017-05-17,0.5844101054455673,137
5255,gyeryong,0,2017-05-25,0.5845243355227395,145
5263,gyeryong,0,2017-06-02,0.5843387092248349,153
5271,gyeryong,0,2017-06-10,0.5840078783618667,161
5279,gyeryong,0,2017-06-18,0.5835151917138606,169
5287,gyeryong,0,2017-06-26,0.5827955817469717,177
5295,gyeryong,0,2017-07-04,0.5817482250828331,185
5303,gyeryong,0,2017-07-12,0.580227317915505,193
5311,gyeryong,0,2017-07-20,0.5780253130791628,201
5319,gyeryong,0,2017-07-28,0.574850776229837,209
5327,gyeryong,0,2017-08-05,0.570302206292529,217
5335,gyeryong,0,2017-08-13,0.5638419097740299,225
5343,gyeryong,0,2017-08-21,0.5547800182359788,233
5351,gyeryong,0,2017-08-29,0.5422885381879383,241
5359,gyeryong,0,2017-09-06,0.5254770495716982,249
5367,gyeryong,0,2017-09-14,0.503566400792515,257
5375,gyeryong,0,2017-09-22,0.47617470539415296,265
5383,gyeryong,0,2017-09-30,0.4436593565150916,273
5391,gyeryong,0,2017-10-08,0.40735301149812736,281
5399,gyeryong,0,2017-10-16,0.369482074758245,289
5407,gyeryong,0,2017-10-24,0.3326836855345006,297
5415,gyeryong,0,2017-11-01,0.2993108022873476,305
5423,gyeryong,0,2017-11-09,0.2708855764789999,313
5431,gyeryong,0,2017-11-17,0.2479402839536516,321
5439,gyeryong,0,2017-11-25,0.23020810052765273,329
5447,gyeryong,0,2017-12-03,0.2169605131726175,337
5455,gyeryong,0,2017-12-11,0.20731141219638352,345
5463,gyeryong,0,2017-12-19,0.20041251867261867,353
5471,gyeryong,0,2017-12-27,0.19554513108404778,361
5476,gyeryong,0,2018-01-01,0.17003169861955297,1
5484,gyeryong,0,2018-01-09,0.17003249982783958,9
5492,gyeryong,0,2018-01-17,0.17003544690289005,17
5500,gyeryong,0,2018-01-25,0.17004466892699197,25
5508,gyeryong,0,2018-02-02,0.1700717704856484,33
5516,gyeryong,0,2018-02-10,0.1701491679937151,41
5524,gyeryong,0,2018-02-18,0.17036707644257348,49
5532,gyeryong,0,2018-02-26,0.1709756445618063,57
5540,gyeryong,0,2018-03-06,0.17266381673494724,65
5548,gyeryong,0,2018-03-14,0.17729710232836107,73
5556,gyeryong,0,2018-03-22,0.18969909263435955,81
5564,gyeryong,0,2018-03-30,0.2208482160912344,89
5572,gyeryong,0,2018-04-07,0.28805950330973046,97
5580,gyeryong,0,2018-04-15,0.3952157474201106,105
5588,gyeryong,0,2018-04-23,0.5044965813730578,113
5596,gyeryong,0,2018-05-01,0.575254352640523,121
5604,gyeryong,0,2018-05-09,0.6085850434220025,129
5612,gyeryong,0,2018-05-17,0.621845565967542,137
5620,gyeryong,0,2018-05-25,0.6266341968999553,145
5628,gyeryong,0,2018-06-02,0.6281147609873984,153
5636,gyeryong,0,2018-06-10,0.6282629938089778,161
5644,gyeryong,0,2018-06-18,0.627760664646882,169
5652,gyeryong,0,2018-06-26,0.6267845865935109,177
5660,gyeryong,0,2018-07-04,0.6252981010250442,185
5668,gyeryong,0,2018-07-12,0.623147218803559,193
5676,gyeryong,0,2018-07-20,0.6200817652257591,201
5684,gyeryong,0,2018-07-28,0.6157469361006745,209
5692,gyeryong,0,2018-08-05,0.6096639850143539,217
5700,gyeryong,0,2018-08-13,0.6012121698633147,225
5708,gyeryong,0,2018-08-21,0.5896269342451038,233
5716,gyeryong,0,2018-08-29,0.574037091834233,241
5724,gyeryong,0,2018-09-06,0.5535712872986823,249
5732,gyeryong,0,2018-09-14,0.527560149294479,257
5740,gyeryong,0,2018-09-22,0.49582781457664366,265
5748,gyeryong,0,2018-09-30,0.4589945406223838,273
5756,gyeryong,0,2018-10-08,0.418630047978073,281
5764,gyeryong,0,2018-10-16,0.3770908046794506,289
5772,gyeryong,0,2018-10-24,0.3370181436632772,297
5780,gyeryong,0,2018-11-01,0.3006995487694444,305
5788,gyeryong,0,2018-11-09,0.26959885318171245,313
5796,gyeryong,0,2018-11-17,0.24423433960215957,321
5804,gyeryong,0,2018-11-25,0.22435835311117813,329
5812,gyeryong,0,2018-12-03,0.20926542714669455,337
5820,gyeryong,0,2018-12-11,0.19807598729953876,345
5828,gyeryong,0,2018-12-19,0.1899270331083022,353
5836,gyeryong,0,2018-12-27,0.18406910596713733,361
5841,gyeryong,0,2019-01-01,0.16729126474560213,1
5849,gyeryong,0,2019-01-09,0.1672901299905025,9
5857,gyeryong,0,2019-01-17,0.1672898875001268,17
5865,gyeryong,0,2019-01-25,0.16729327967000557,25
5873,gyeryong,0,2019-02-02,0.16730847538216792,33
5881,gyeryong,0,2019-02-10,0.16735913364340418,41
5889,gyeryong,0,2019-02-18,0.16751286502192994,49
5897,gyeryong,0,2019-02-26,0.16796140096450465,57
5905,gyeryong,0,2019-03-06,0.16924440149217276,65
5913,gyeryong,0,2019-03-14,0.1728592300639189,73
5921,gyeryong,0,2019-03-22,0.18280919214607178,81
5929,gyeryong,0,2019-03-30,0.20874991914727353,89
5937,gyeryong,0,2019-04-07,0.2680203813919739,97
5945,gyeryong,0,2019-04-15,0.3705936356791289,105
5953,gyeryong,0,2019-04-23,0.4848512749474839,113
5961,gyeryong,0,2019-05-01,0.5635363118475639,121
5969,gyeryong,0,2019-05-09,0.601455777569004,129
5977,gyeryong,0,2019-05-17,0.616441651461967,137
5985,gyeryong,0,2019-05-25,0.6216655033330517,145
5993,gyeryong,0,2019-06-02,0.6230831194152525,153
6001,gyeryong,0,2019-06-10,0.6229521609436619,161
6009,gyeryong,0,2019-06-18,0.6220349269036424,169
6017,gyeryong,0,2019-06-26,0.6205201372170784,177
6025,gyeryong,0,2019-07-04,0.6183622755180872,185
6033,gyeryong,0,2019-07-12,0.6153962379126017,193
6041,gyeryong,0,2019-07-20,0.6113694335762379,201
6049,gyeryong,0,2019-07-28,0.6059448248479418,209
6057,gyeryong,0,2019-08-05,0.5986966806675371,217
6065,gyeryong,0,2019-08-13,0.589111420023995,225
6073,gyeryong,0,2019-08-21,0.5766050798164666,233
6081,gyeryong,0,2019-08-29,0.560570585776108,241
6089,gyeryong,0,2019-09-06,0.5404674952013064,249
6097,gyeryong,0,2019-09-14,0.5159586653983586,257
6105,gyeryong,0,2019-09-22,0.48707732755549965,265
6113,gyeryong,0,2019-09-30,0.4543760358464639,273
6121,gyeryong,0,2019-10-08,0.41898265687293973,281
6129,gyeryong,0,2019-10-16,0.38249763595662795,289
6137,gyeryong,0,2019-10-24,0.3467287045131147,297
6145,gyeryong,0,2019-11-01,0.31334660432467953,305
6153,gyeryong,0,2019-11-09,0.2835935015872208,313
6161,gyeryong,0,2019-11-17,0.25814332653106936,321
6169,gyeryong,0,2019-11-25,0.2371284351120216,329
6177,gyeryong,0,2019-12-03,0.2202755976715491,337
6185,gyeryong,0,2019-12-11,0.20707442451698446,345
6193,gyeryong,0,2019-12-19,0.19692276864957325,353
6201,gyeryong,0,2019-12-27,0.1892264234289181,361
6206,gyeryong,0,2020-01-01,0.18461762728730216,1
6214,gyeryong,0,2020-01-09,0.18461645760599538,9
6222,gyeryong,0,2020-01-17,0.1846148255356135,17
6230,gyeryong,0,2020-01-25,0.18461256719079225,25
6238,gyeryong,0,2020-02-02,0.18460952922918486,33
6246,gyeryong,0,2020-02-10,0.18460584612437456,41
6254,gyeryong,0,2020-02-18,0.18460330744853365,49
6262,gyeryong,0,2020-02-26,0.18461176116933864,57
6270,gyeryong,0,2020-03-05,0.18467864936474312,65
6278,gyeryong,0,2020-03-13,0.1850243926368216,73
6286,gyeryong,0,2020-03-21,0.1866569396612191,81
6294,gyeryong,0,2020-03-29,0.19405449092810254,89
6302,gyeryong,0,2020-04-06,0.22493141296062613,97
6310,gyeryong,0,2020-04-14,0.3220447706853744,105
6318,gyeryong,0,2020-04-22,0.47322559489757987,113
6326,gyeryong,0,2020-04-30,0.564159442138517,121
6334,gyeryong,0,2020-05-08,0.5920223018344789,129
6342,gyeryong,0,2020-05-16,0.5984417484571278,137
6350,gyeryong,0,2020-05-24,0.5995694014755334,145
6358,gyeryong,0,2020-06-01,0.5993956078311641,153
6366,gyeryong,0,2020-06-09,0.5987698341685544,161
6374,gyeryong,0,2020-06-17,0.5978135136368791,169
6382,gyeryong,0,2020-06-25,0.5964636309545177,177
6390,gyeryong,0,2020-07-03,0.5945841130972,185
6398,gyeryong,0,2020-07-11,0.5919798654829778,193
6406,gyeryong,0,2020-07-19,0.5883878512375333,201
6414,gyeryong,0,2020-07-27,0.5834627790493834,209
6422,gyeryong,0,2020-08-04,0.5767643203581956,217
6430,gyeryong,0,2020-08-12,0.5677533669907787,225
6438,gyeryong,0,2020-08-20,0.5558088853153923,233
6446,gyeryong,0,2020-08-28,0.5402813847478749,241
6454,gyeryong,0,2020-09-05,0.5205994926970322,249
6462,gyeryong,0,2020-09-13,0.49643515959813067,257
6470,gyeryong,0,2020-09-21,0.46790327862896014,265
6478,gyeryong,0,2020-09-29,0.4357267668663886,273
6486,gyeryong,0,2020-10-07,0.4012666127313301,281
6494,gyeryong,0,2020-10-15,0.36634322117416607,289
6502,gyeryong,0,2020-10-23,0.33287573745497556,297
6510,gyeryong,0,2020-10-31,0.3024792642605912,305
6518,gyeryong,0,2020-11-08,0.27618844702821266,313
6526,gyeryong,0,2020-11-16,0.2543926893075195,321
6534,gyeryong,0,2020-11-24,0.2369497289227918,329
6542,gyeryong,0,2020-12-02,0.22338018219468317,337
6550,gyeryong,0,2020-12-10,0.21305471986086158,345
6558,gyeryong,0,2020-12-18,0.20532918109495296,353
6566,gyeryong,0,2020-12-26,0.19962154950290395,361
6571,gyeryong,0,2021-01-01,0.18130487556815822,1
6579,gyeryong,0,2021-01-09,0.18130566496812545,9
6587,gyeryong,0,2021-01-17,0.18130795445177442,17
6595,gyeryong,0,2021-01-25,0.18131459419117965,25
6603,gyeryong,0,2021-02-02,0.18133384876038325,33
6611,gyeryong,0,2021-02-10,0.18138967733368222,41
6619,gyeryong,0,2021-02-18,0.18155149387559763,49
6627,gyeryong,0,2021-02-26,0.18202003441756687,57
6635,gyeryong,0,2021-03-06,0.18337272703880186,65
6643,gyeryong,0,2021-03-14,0.18724523216367556,73
6651,gyeryong,0,2021-03-22,0.19806936817742307,81
6659,gyeryong,0,2021-03-30,0.22640623677372715,89
6667,gyeryong,0,2021-04-07,0.28942417123755887,97
6675,gyeryong,0,2021-04-15,0.38995491177164826,105
6683,gyeryong,0,2021-04-23,0.4884275074576872,113
6691,gyeryong,0,2021-05-01,0.5481250905435567,121
6699,gyeryong,0,2021-05-09,0.5744776727229087,129
6707,gyeryong,0,2021-05-17,0.5844633333884489,137
6715,gyeryong,0,2021-05-25,0.5880219882922283,145
6723,gyeryong,0,2021-06-02,0.5892576689267729,153
6731,gyeryong,0,2021-06-10,0.5896746978895564,161
6739,gyeryong,0,2021-06-18,0.5897994849632937,169
6747,gyeryong,0,2021-06-26,0.5898084310358908,177
6755,gyeryong,0,2021-07-04,0.589751021742096,185
6763,gyeryong,0,2021-07-12,0.5896239539591988,193
6771,gyeryong,0,2021-07-20,0.5893900096492338,201
6779,gyeryong,0,2021-07-28,0.588972618325823,209
6787,gyeryong,0,2021-08-05,0.5882331653628966,217
6795,gyeryong,0,2021-08-13,0.5869274814402076,225
6803,gyeryong,0,2021-08-21,0.5846313659513351,233
6811,gyeryong,0,2021-08-29,0.5806209747288453,241
6819,gyeryong,0,2021-09-06,0.5736987301189033,249
6827,gyeryong,0,2021-09-14,0.5619905154972368,257
6835,gyeryong,0,2021-09-22,0.5428512014824853,265
6843,gyeryong,0,2021-09-30,0.5132430674634597,273
6851,gyeryong,0,2021-10-08,0.471133367101131,281
6859,gyeryong,0,2021-10-16,0.4178859034978217,289
6867,gyeryong,0,2021-10-24,0.35972855549589633,297
6875,gyeryong,0,2021-11-01,0.3055438174909748,305
6883,gyeryong,0,2021-11-09,0.26204294721543164,313
6891,gyeryong,0,2021-11-17,0.23110609104140972,321
6899,gyeryong,0,2021-11-25,0.21095158891759605,329
6907,gyeryong,0,2021-12-03,0.1985612633520412,337
6915,gyeryong,0,2021-12-11,0.19121378801361888,345
6923,gyeryong,0,2021-12-19,0.18694954401418903,353
6931,gyeryong,0,2021-12-27,0.18450558373420584,361
1,gyeryong,1,2003-01-01,0.16580193137477386,1
9,gyeryong,1,2003-01-09,0.16509069291445094,9
17,gyeryong,1,2003-01-17,0.1642877501103286,17
25,gyeryong,1,2003-01-25,0.16340554333616059,25
33,gyeryong,1,2003-02-02,0.1624896800558626,33
41,gyeryong,1,2003-02-10,0.16165987399340984,41
49,gyeryong,1,2003-02-18,0.16119747776763163,49
57,gyeryong,1,2003-02-26,0.1617292603465789,57
65,gyeryong,1,2003-03-06,0.16459929902867032,65
73,gyeryong,1,2003-03-14,0.17256141711162118,73
81,gyeryong,1,2003-03-22,0.1908197380450048,81
89,gyeryong,1,2003-03-30,0.22766202436541755,89
97,gyeryong,1,2003-04-07,0.29169056036499896,97
105,gyeryong,1,2003-04-15,0.3818619752739142,105
113,gyeryong,1,2003-04-23,0.4784987477648098,113
121,gyeryong,1,2003-05-01,0.5556717435360532,121
129,gyeryong,1,2003-05-09,0.6028847127742109,129
137,gyeryong,1,2003-05-17,0.6254080218197342,137
145,gyeryong,1,2003-05-25,0.6324220443008921,145
153,gyeryong,1,2003-06-02,0.6307150628992759,153
161,gyeryong,1,2003-06-10,0.6241309058765807,161
169,gyeryong,1,2003-06-18,0.6146025160960814,169
177,gyeryong,1,2003-06-26,0.603047807232626,177
185,gyeryong,1,2003-07-04,0.589894906733557,185
193,gyeryong,1,2003-07-12,0.575353505515556,193
201,gyeryong,1,2003-07-20,0.5595486993143023,201
209,gyeryong,1,2003-07-28,0.5425860126940381,209
217,gyeryong,1,2003-08-05,0.5245825068091745,217
225,gyeryong,1,2003-08-13,0.5056805996506198,225
233,gyeryong,1,2003-08-21,0.486052290977083,233
241,gyeryong,1,2003-08-29,0.4658973935359295,241
249,gyeryong,1,2003-09-06,0.4454376609523332,249
257,gyeryong,1,2003-09-14,0.4249081086384554,257
265,gyeryong,1,2003-09-22,0.40454669940418203,265
273,gyeryong,1,2003-09-30,0.38458356859573006,273
281,gyeryong,1,2003-10-08,0.3652309188507962,281
289,gyeryong,1,2003-10-16,0.3466745509586756,289
297,gyeryong,1,2003-10-24,0.32906771644928934,297
305,gyeryong,1,2003-11-01,0.31252762706548143,305
313,gyeryong,1,2003-11-09,0.2971346029184754,313
321,gyeryong,1,2003-11-17,0.2829335462433966,321
329,gyeryong,1,2003-11-25,0.2699372306937334,329
337,gyeryong,1,2003-12-03,0.25813080869792415,337
345,gyeryong,1,2003-12-11,0.2474769491377784,345
353,gyeryong,1,2003-12-19,0.23792109730022742,353
361,gyeryong,1,2003-12-27,0.22939646700143207,361
366,gyeryong,1,2004-01-01,0.15955759330029115,1
374,gyeryong,1,2004-01-09,0.15955717049683288,9
382,gyeryong,1,2004-01-17,0.15955661270535088,17
390,gyeryong,1,2004-01-25,0.15955602162262505,25
398,gyeryong,1,2004-02-02,0.15955606047328008,33
406,gyeryong,1,2004-02-10,0.15955986260251395,41
414,gyeryong,1,2004-02-18,0.1595811224089984,49
422,gyeryong,1,2004-02-26,0.15967824991755167,57
430,gyeryong,1,2004-03-05,0.1600980329902666,65
438,gyeryong,1,2004-03-13,0.1618737229187142,73
446,gyeryong,1,2004-03-21,0.16921243447123782,81
454,gyeryong,1,2004-03-29,0.1974346618962223,89
462,gyeryong,1,2004-04-06,0.28224461878839746,97
470,gyeryong,1,2004-04-14,0.420889293092726,105
478,gyeryong,1,2004-04-22,0.5165166998582571,113
486,gyeryong,1,2004-04-30,0.5503870663132764,121
494,gyeryong,1,2004-05-08,0.559303346431365,129
502,gyeryong,1,2004-05-16,0.5613572754465809,137
510,gyeryong,1,2004-05-24,0.561672644594043,145
518,gyeryong,1,2004-06-01,0.5614959773301654,153
526,gyeryong,1,2004-06-09,0.5610930278024671,161
534,gyeryong,1,2004-06-17,0.5604798854890434,169
542,gyeryong,1,2004-06-25,0.5595934258579234,177
550,gyeryong,1,2004-07-03,0.5583240319161499,185
558,gyeryong,1,2004-07-11,0.5565128902577681,193
566,gyeryong,1,2004-07-19,0.5539379400981125,201
574,gyeryong,1,2004-07-27,0.5502944645819569,209
582,gyeryong,1,2004-08-04,0.5451734370216675,217
590,gyeryong,1,2004-08-12,0.5380428884493575,225
598,gyeryong,1,2004-08-20,0.5282429117606501,233
606,gyeryong,1,2004-08-28,0.5150128443549378,241
614,gyeryong,1,2004-09-05,0.49757677394555627,249
622,gyeryong,1,2004-09-13,0.4753122002219305,257
630,gyeryong,1,2004-09-21,0.4480013554995334,265
638,gyeryong,1,2004-09-29,0.41610416072019185,273
646,gyeryong,1,2004-10-07,0.38091659437930914,281
654,gyeryong,1,2004-10-15,0.3444607014489118,289
662,gyeryong,1,2004-10-23,0.3090661231118717,297
670,gyeryong,1,2004-10-31,0.2768040621195663,305
678,gyeryong,1,2004-11-08,0.24904585461421463,313
686,gyeryong,1,2004-11-16,0.22632383488294427,321
694,gyeryong,1,2004-11-24,0.20847103870578607,329
702,gyeryong,1,2004-12-02,0.19489034073667186,337
710,gyeryong,1,2004-12-10,0.18481142282631952,345
718,gyeryong,1,2004-12-18,0.17746760913536577,353
726,gyeryong,1,2004-12-26,0.17218805221141426,361
731,gyeryong,1,2005-01-01,0.16882244950911254,1
739,gyeryong,1,2005-01-09,0.16882229679849942,9
747,gyeryong,1,2005-01-17,0.16882207461794385,17
755,gyeryong,1,2005-01-25,0.1688217638755364,25
763,gyeryong,1,2005-02-02,0.1688213914101512,33
771,gyeryong,1,2005-02-10,0.1688212660304511,41
779,gyeryong,1,2005-02-18,0.16882315949078966,49
787,gyeryong,1,2005-02-26,0.1688361177276835,57
795,gyeryong,1,2005-03-06,0.16890490432944122,65
803,gyeryong,1,2005-03-14,0.16924873249869762,73
811,gyeryong,1,2005-03-22,0.17093096849632736,81
819,gyeryong,1,2005-03-30,0.17893860080572016,89
827,gyeryong,1,2005-04-07,0.21328579549171062,97
835,gyeryong,1,2005-04-15,0.31391328046633543,105
843,gyeryong,1,2005-04-23,0.4389472728733024,113
851,gyeryong,1,2005-05-01,0.49675051647141266,121
859,gyeryong,1,2005-05-09,0.5117242218517853,129
867,gyeryong,1,2005-05-17,0.5148904751518396,137
875,gyeryong,1,2005-05-25,0.5154437081818145,145
883,gyeryong,1,2005-06-02,0.5154061232352021,153
891,gyeryong,1,2005-06-10,0.5151752700081138,161
899,gyeryong,1,2005-06-18,0.5147986436615495,169
907,gyeryong,1,2005-06-26,0.5142358810438967,177
915,gyeryong,1,2005-07-04,0.5134055314209279,185
923,gyeryong,1,2005-07-12,0.5121846093731846,193
931,gyeryong,1,2005-07-20,0.5103948400913448,201
